id,name,rating,user_ratings_total,latitude,longitude,types1,types2,types3,types4,types5,types6,types7,latitude_region
204,Tea Amo,5.0,18.0,30.355088300000002,-97.7327263,cafe, restaurant, food, point_of_interest, establishment,,,North
218,Neill-Cochran House Museum,4.5,85.0,30.2874729,-97.7482836,museum, tourist_attraction, point_of_interest, establishment,,,,North
219,Before I Die Wall Austin TX,4.6,116.0,30.248537199999998,-97.7480186,tourist_attraction, point_of_interest, establishment,,,,,North
220,Willow Court,4.2,152.0,30.2307792,-97.73212240000001,shopping_mall, point_of_interest, establishment,,,,,North
223,Larry Monroe Forever Bridge,4.1,8.0,30.2474771,-97.7444058,museum, tourist_attraction, point_of_interest, establishment,,,,North
229,Gonzalez Guerrero Tire Shop,4.5,60.0,30.2093423,-97.6505327,car_repair, point_of_interest, store, establishment,,,,North
281,Mami's tacos,4.8,159.0,30.200000300000003,-97.8080369,restaurant, food, point_of_interest, establishment,,,,North
378,Heritage Oaks Neighborhood Park,4.7,43.0,30.234325899999995,-97.73722729999999,park, tourist_attraction, point_of_interest, establishment,,,,North
287,Centre North,3.6,16.0,30.351838300000004,-97.7098017,shopping_mall, point_of_interest, establishment,,,,,North
565,Oak Acres,4.8,5.0,30.2370336,-97.8469136,shopping_mall, point_of_interest, establishment,,,,,North
260,Burgerlicious,5.0,18.0,30.2727039,-97.7285304,restaurant, food, point_of_interest, establishment,,,,North
580,P Men's Club,5.0,5.0,30.219131400000002,-97.7582626,bar, point_of_interest, establishment,,,,,North
